"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"23-APR-2024","DIL","Debock Industries Limited","CONSORTIUM CAPITAL PVT LTD","SELL","5,99,999","8.10","-"
"23-APR-2024","GLOBALVECT","Global Vectra Helicorp Li","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","45,000","212.50","-"
"23-APR-2024","GLOBALVECT","Global Vectra Helicorp Li","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","70,500","212.50","-"
"23-APR-2024","HEUBACHIND","Heubach Colorants Ind Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","1,21,415","411.54","-"
"23-APR-2024","HEUBACHIND","Heubach Colorants Ind Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","1,21,415","409.97","-"
"23-APR-2024","IDEA","Vodafone Idea Limited","HRTI PRIVATE LIMITED","BUY","36,91,50,875","13.90","-"
"23-APR-2024","IDEA","Vodafone Idea Limited","HRTI PRIVATE LIMITED","SELL","32,29,11,099","13.93","-"
"23-APR-2024","JYOTI-RE","Jyoti Structures Ltd","GDN INVESTMENTS PRIVATE LIMITED","BUY","20,00,000","7.65","-"
"23-APR-2024","JYOTI-RE","Jyoti Structures Ltd","INDIA HOUSING FUND - SERIES 3","SELL","7,91,000","6.42","-"
"23-APR-2024","JYOTI-RE","Jyoti Structures Ltd","NIRANJAN LAKHUMAL HIRANANDANI","SELL","8,10,810","5.78","-"
"23-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","SETU SECURITIES PVT LTD","BUY","4,95,161","40.51","-"
"23-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","SETU SECURITIES PVT LTD","SELL","3,92,160","40.45","-"
"23-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","VLS FINANCE LTD","SELL","6,00,000","41.10","-"
"23-APR-2024","KRYSTAL","Krystal Integrated Ser L","SUNFLOWER BROKING PRIVATE LIMITED","BUY","1,17,000","767.15","-"
"23-APR-2024","KRYSTAL","Krystal Integrated Ser L","SUNFLOWER BROKING PRIVATE LIMITED","SELL","1,17,000","766.04","-"
"23-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","BUY","1,57,472","767.57","-"
"23-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","SELL","1,57,472","767.29","-"
"23-APR-2024","MANAPPURAM","Manappuram Finance Ltd","MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND","SELL","71,30,120","191.00","-"
"23-APR-2024","MANAPPURAM","Manappuram Finance Ltd","SOCIETE GENERALE","BUY","73,58,579","191.00","-"
"23-APR-2024","MOIL","MOIL Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","12,76,333","365.50","-"
"23-APR-2024","MOIL","MOIL Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","12,76,333","365.60","-"
"23-APR-2024","MTNL","Maha Tel Nigam Ltd.","ANKITA VISHAL SHAH","BUY","17,11,737","39.19","-"
"23-APR-2024","MTNL","Maha Tel Nigam Ltd.","ANKITA VISHAL SHAH","SELL","17,11,737","39.55","-"
"23-APR-2024","NELCO","Nelco Ltd.","GRAVITON RESEARCH CAPITAL LLP","BUY","1,29,150","829.36","-"
"23-APR-2024","NELCO","Nelco Ltd.","GRAVITON RESEARCH CAPITAL LLP","SELL","1,29,150","829.42","-"
"23-APR-2024","ORIENTPPR","Orient Paper & Ind Ltd","EVERDELIVER LOGISTICS PRIVATE LIMITED","SELL","20,00,000","44.88","-"
"23-APR-2024","PLATIND","Platinum Industries Ltd","SW CAPITAL PRIVATE LIMITED","BUY","3,23,591","214.76","-"
"23-APR-2024","PLATIND","Platinum Industries Ltd","SW CAPITAL PRIVATE LIMITED","SELL","1,95,372","209.14","-"
"23-APR-2024","PRUDMOULI","PrudentialSugar-Roll Sett","PILOT CONSULTANTS PVT LTD","SELL","4,00,000","25.25","-"
"23-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MATALIA STOCK BROKING PRIVATE LIMITED","BUY","38,400","134.06","-"
"23-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MATALIA STOCK BROKING PRIVATE LIMITED","SELL","38,400","135.00","-"
"23-APR-2024","RBS","Ramdevbaba Solvent Ltd","UPSURGE INVESTMENT AND FINANCE LTD","BUY","1,44,000","112.00","-"
"23-APR-2024","RBS","Ramdevbaba Solvent Ltd","VIJIT GLOBAL SECURITIES PRIVATE LIMITED","BUY","2,40,000","117.60","-"
"23-APR-2024","SABAR","Sabar Flex India Limited","RAKESHKUMAR HASMUKHBHAI PANCHAL","BUY","1,00,000","19.00","-"
"23-APR-2024","SABAR","Sabar Flex India Limited","THAKOR NAYANA CHANDUBHAI","SELL","1,45,000","19.00","-"
"23-APR-2024","SADBHAV","Sadbhav Engineering Limit","KAUSHIK SHAH SHARES & SECURITIES PVT LTD","SELL","20,70,000","34.15","-"
"23-APR-2024","SAKUMA","Sakuma Exports Limited","NIKHIL RAJESH SINGH","BUY","12,03,753","28.58","-"
"23-APR-2024","SAKUMA","Sakuma Exports Limited","NIKHIL RAJESH SINGH","SELL","9,51,493","28.89","-"
"23-APR-2024","SMARTLINK","Smartlink Holdings Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","93,919","211.22","-"
"23-APR-2024","SMARTLINK","Smartlink Holdings Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","93,919","212.70","-"
"23-APR-2024","SMARTLINK","Smartlink Holdings Ltd","STOCK VERTEX VENTURES","BUY","57,107","212.70","-"
"23-APR-2024","SMARTLINK","Smartlink Holdings Ltd","STOCK VERTEX VENTURES","SELL","53,129","212.48","-"
"23-APR-2024","SMARTLINK","Smartlink Holdings Ltd","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","BUY","70,000","212.26","-"
"23-APR-2024","SMARTLINK","Smartlink Holdings Ltd","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","SELL","50,000","212.70","-"
"23-APR-2024","SUDARSCHEM","Sudarshan Chemical Inds L","GRAVITON RESEARCH CAPITAL LLP","BUY","4,20,777","701.13","-"
"23-APR-2024","SUDARSCHEM","Sudarshan Chemical Inds L","GRAVITON RESEARCH CAPITAL LLP","SELL","4,20,777","701.64","-"
"23-APR-2024","SUMEETINDS","Sumeet Ind Limited","ESAAR (INDIA) LIMITED","SELL","15,00,000","2.00","-"
"23-APR-2024","SUMEETINDS","Sumeet Ind Limited","MANSUKH SECURITIES & FINANCE LTD","BUY","9,18,831","2.00","-"
"23-APR-2024","SUMEETINDS","Sumeet Ind Limited","SHRENI CONSTRUCTION PRIVATE LIMITED","BUY","5,30,001","2.00","-"
"23-APR-2024","TRANSTEEL","Transteel Seating Tech L","NAV CAPITAL VCC - NAV CAPITAL EMERGING STAR FUND","SELL","1,26,000","71.24","-"
"23-APR-2024","TRU","TruCap Finance Limited","NIVL IT SERVICES PRIVATE LIMITED","BUY","10,96,053","61.12","-"
"23-APR-2024","TRU","TruCap Finance Limited","OSC GLOBAL PROCESSING PRIVATE LIMITED","SELL","10,57,664","61.23","-"
"23-APR-2024","TRUST","Trust Fintech Limited","ASHWIN STOCKS AND INVESTMENT PRIVATE LIMITED","BUY","73,200","251.70","-"
"23-APR-2024","TRUST","Trust Fintech Limited","ASHWIN STOCKS AND INVESTMENT PRIVATE LIMITED","SELL","1,78,800","226.97","-"
"23-APR-2024","TRUST","Trust Fintech Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","1,50,000","225.55","-"
"23-APR-2024","TRUST","Trust Fintech Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","1,50,000","243.57","-"
"23-APR-2024","UJJIVAN","Ujjivan Fin. Servc. Ltd.","ARDISIA LIMITED","SELL","17,20,000","560.46","-"
"23-APR-2024","UMANGDAIRY","Umang Dairies Limited","SILVER LINE VENTURES PRIVATE LIMITED","BUY","1,61,801","98.69","-"
"23-APR-2024","UMANGDAIRY","Umang Dairies Limited","SILVER LINE VENTURES PRIVATE LIMITED","SELL","1,11,801","99.90","-"
"24-APR-2024","ANZEN","Anzen Ind Ene Yld Plu Tru","EDELWEISS BROKING LIMITED","BUY","16,00,000","101.80","-"
"24-APR-2024","ANZEN","Anzen Ind Ene Yld Plu Tru","LARSEN & TOUBRO LIMITED","SELL","16,00,000","101.80","-"
"24-APR-2024","ATALREAL","Atal Realtech Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","4,65,376","10.25","-"
"24-APR-2024","CGRAPHICS","Creative Graphics S Ind L","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","2,35,200","210.75","-"
"24-APR-2024","CGRAPHICS","Creative Graphics S Ind L","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","56,000","210.75","-"
"24-APR-2024","CHENNPETRO","Chennai Petroleum Corp","GRAVITON RESEARCH CAPITAL LLP","BUY","11,00,143","1,019.94","-"
"24-APR-2024","CHENNPETRO","Chennai Petroleum Corp","GRAVITON RESEARCH CAPITAL LLP","SELL","11,00,143","1,020.26","-"
"24-APR-2024","CYIENTDLM","Cyient DLM Limited","BNP PARIBAS FINANCIAL MARKETS","SELL","7,03,051","740.78","-"
"24-APR-2024","CYIENTDLM","Cyient DLM Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","4,70,427","741.21","-"
"24-APR-2024","CYIENTDLM","Cyient DLM Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","4,70,427","741.47","-"
"24-APR-2024","DELHIVERY","Delhivery Limited","CANADA PENSION PLAN INVESTMENT BOARD","SELL","2,04,50,000","444.30","-"
"24-APR-2024","DELHIVERY","Delhivery Limited","SMALLER CAP WORLD FUND INC (35 SCWF/000035)","BUY","1,38,19,289","444.30","-"
"24-APR-2024","DENORA","De Nora India Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","40,705","1,911.97","-"
"24-APR-2024","DENORA","De Nora India Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","40,705","1,909.63","-"
"24-APR-2024","FELIX","Felix Industries Ltd.","SRESTHA FINVEST LIMITED","BUY","31,000","367.08","-"
"24-APR-2024","FELIX","Felix Industries Ltd.","SRESTHA FINVEST LIMITED","SELL","1,11,000","367.32","-"
"24-APR-2024","GEOJITFSL","Geojit Fin Serv Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","14,55,322","93.32","-"
"24-APR-2024","GEOJITFSL","Geojit Fin Serv Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","14,55,322","93.29","-"
"24-APR-2024","GLOBE","Globe Textiles (I) Ltd.","AVANCE VENTURES PRIVATE LIMITED","SELL","90,30,753","3.61","-"
"24-APR-2024","GLOBE","Globe Textiles (I) Ltd.","HI GROWTH CORPORATE SERVICES PVT LTD","BUY","20,79,001","3.55","-"
"24-APR-2024","GLOBE","Globe Textiles (I) Ltd.","HI GROWTH CORPORATE SERVICES PVT LTD","SELL","8,19,001","3.55","-"
"24-APR-2024","GLOBE","Globe Textiles (I) Ltd.","INTERTICK DEVELOPERS PRIVATE LIMITED","BUY","74,57,451","3.62","-"
"24-APR-2024","GLOBE","Globe Textiles (I) Ltd.","SHRI MUKTA SHARES","BUY","18,00,000","3.55","-"
"24-APR-2024","GLOBE","Globe Textiles (I) Ltd.","SHRI MUKTA SHARES","SELL","13,43,537","3.55","-"
"24-APR-2024","HINDMOTORS","Hindustan Motors Limited","JAINAM BROKING LIMITED","BUY","11,70,112","32.25","-"
"24-APR-2024","HINDMOTORS","Hindustan Motors Limited","JAINAM BROKING LIMITED","SELL","7,74,112","33.05","-"
"24-APR-2024","HINDMOTORS","Hindustan Motors Limited","SAHASTRAA ADVISORS PRIVATE LIMITED","BUY","10,50,501","32.24","-"
"24-APR-2024","HINDMOTORS","Hindustan Motors Limited","SAHASTRAA ADVISORS PRIVATE LIMITED","SELL","10,50,501","34.01","-"
"24-APR-2024","HINDMOTORS","Hindustan Motors Limited","SETU SECURITIES PVT LTD","BUY","10,67,448","32.62","-"
"24-APR-2024","HINDMOTORS","Hindustan Motors Limited","SETU SECURITIES PVT LTD","SELL","11,71,448","32.98","-"
"24-APR-2024","HINDMOTORS","Hindustan Motors Limited","SHARE INDIA SECURITIES LIMITED","BUY","16,93,119","31.74","-"
"24-APR-2024","HINDMOTORS","Hindustan Motors Limited","SHARE INDIA SECURITIES LIMITED","SELL","16,94,067","31.92","-"
"24-APR-2024","HOMESFY","Homesfy Realty Limited","JMKD BROKING PRIVATE LIMITED","SELL","15,900","851.86","-"
"24-APR-2024","INNOVATIVE","Innovative Tyres & Tubes","MOHAMMEDI Q KHOKHAWALA","SELL","90,000","6.69","-"
"24-APR-2024","JGCHEM","J.G.Chemicals Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","2,45,907","253.00","-"
"24-APR-2024","JGCHEM","J.G.Chemicals Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","2,45,907","252.89","-"
"24-APR-2024","JYOTI-RE","Jyoti Structures Ltd","RAJTARU ENTERPRISES","BUY","5,92,574","7.51","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","BUY","1,14,656","789.45","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","SELL","1,14,656","786.90","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","BUY","1,25,453","784.76","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","SELL","1,31,970","783.53","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","MATHISYS ADVISORS LLP","BUY","73,300","789.30","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","MATHISYS ADVISORS LLP","SELL","71,611","787.30","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","BUY","3,06,241","788.48","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","SELL","3,26,241","788.56","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","QE SECURITIES LLP","BUY","1,11,096","785.95","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","QE SECURITIES LLP","SELL","1,12,446","780.22","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","SHAH TEJ JITENDRABHAI","BUY","1,00,000","764.33","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","SHAH TEJ JITENDRABHAI","SELL","1,00,000","765.18","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","SUNFLOWER BROKING PRIVATE LIMITED","BUY","1,15,000","780.99","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","SUNFLOWER BROKING PRIVATE LIMITED","SELL","1,15,000","777.42","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","BUY","1,75,975","781.38","-"
"24-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","SELL","1,75,975","785.94","-"
"24-APR-2024","LAXMICOT","Laxmi Cotspin Limited","MITTAL PUNEET","BUY","74,724","34.88","-"
"24-APR-2024","LAXMICOT","Laxmi Cotspin Limited","MITTAL PUNEET","SELL","89,724","34.66","-"
"24-APR-2024","LAXMICOT","Laxmi Cotspin Limited","PAREKH HASMUKH","BUY","1,00,000","34.98","-"
"24-APR-2024","LIBAS","Libas Consu Products Ltd","ASHAPURA COMMODITIES","BUY","2,00,000","19.95","-"
"24-APR-2024","LIBAS","Libas Consu Products Ltd","JAINAM BROKING LIMITED","SELL","2,00,000","19.95","-"
"24-APR-2024","LLOYDS","Lloyds Luxuries Limited","AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED","BUY","6,00,000","97.00","-"
"24-APR-2024","LLOYDS","Lloyds Luxuries Limited","PUNE IT SPACE SOLUTIONS PRIVATE LIMITED","SELL","6,00,000","97.00","-"
"24-APR-2024","MCX","Multi Commodity Exchange","GRAVITON RESEARCH CAPITAL LLP","BUY","3,59,811","3,807.83","-"
"24-APR-2024","MCX","Multi Commodity Exchange","GRAVITON RESEARCH CAPITAL LLP","SELL","3,60,211","3,810.81","-"
"24-APR-2024","MOIL","MOIL Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","11,90,598","395.00","-"
"24-APR-2024","MOIL","MOIL Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","11,90,598","395.05","-"
"24-APR-2024","NAMAN","Naman In-Store (India) L","VORA FINANCIAL SERVICES PVT LTD","SELL","59,200","119.40","-"
"24-APR-2024","ONELIFECAP","Onelife Cap Advisors Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","75,000","16.90","-"
"24-APR-2024","PARAS","Paras Def and Spce Tech L","GRAVITON RESEARCH CAPITAL LLP","BUY","2,13,163","760.79","-"
"24-APR-2024","PARAS","Paras Def and Spce Tech L","GRAVITON RESEARCH CAPITAL LLP","SELL","2,13,163","761.65","-"
"24-APR-2024","PRATHAM","Pratham EPC Projects Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","1,37,600","233.69","-"
"24-APR-2024","PRATHAM","Pratham EPC Projects Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","1,24,800","242.25","-"
"24-APR-2024","PRATHAM","Pratham EPC Projects Ltd","SAHASTRAA ADVISORS PRIVATE LIMITED","BUY","1,85,600","237.80","-"
"24-APR-2024","PRATHAM","Pratham EPC Projects Ltd","SAHASTRAA ADVISORS PRIVATE LIMITED","SELL","1,87,200","251.31","-"
"24-APR-2024","PRATHAM","Pratham EPC Projects Ltd","SOHAM FINCARE INDIA LLP","BUY","96,000","232.99","-"
"24-APR-2024","PRATHAM","Pratham EPC Projects Ltd","SOHAM FINCARE INDIA LLP","SELL","96,000","234.29","-"
"24-APR-2024","PRUDMOULI","PrudentialSugar-Roll Sett","PILOT CONSULTANTS PVT LTD","SELL","3,03,144","24.75","-"
"24-APR-2024","RATNAVEER","Ratnaveer Precision Eng L","ABHAY MAL LODHA","SELL","2,70,000","140.65","-"
"24-APR-2024","RATNAVEER","Ratnaveer Precision Eng L","GRAVITON RESEARCH CAPITAL LLP","BUY","3,18,700","141.09","-"
"24-APR-2024","RATNAVEER","Ratnaveer Precision Eng L","GRAVITON RESEARCH CAPITAL LLP","SELL","3,18,700","141.10","-"
"24-APR-2024","RATNAVEER","Ratnaveer Precision Eng L","JAINAM BROKING LIMITED","BUY","6,60,943","143.15","-"
"24-APR-2024","RATNAVEER","Ratnaveer Precision Eng L","JAINAM BROKING LIMITED","SELL","35,949","144.09","-"
"24-APR-2024","RATNAVEER","Ratnaveer Precision Eng L","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","4,17,423","142.25","-"
"24-APR-2024","RATNAVEER","Ratnaveer Precision Eng L","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","4,17,423","143.15","-"
"24-APR-2024","RSSOFTWARE","R. S. Software (I) Ltd.","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","2,50,000","269.60","-"
"24-APR-2024","SADBHAV","Sadbhav Engineering Limit","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","10,00,000","29.85","-"
"24-APR-2024","SADBHAV","Sadbhav Engineering Limit","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","3,00,000","30.34","-"
"24-APR-2024","SHRADHA","Shradha Infraprojects Ltd","ANUJ SHANTILAL BADJATE","SELL","3,04,204","78.63","-"
"24-APR-2024","SIGNORIA","Signoria Creation Limited","MERU INVESTMENT FUND PCC-CELL 1","SELL","36,000","160.00","-"
"24-APR-2024","SKMEGGPROD","SKM Egg Products Export","GRAVITON RESEARCH CAPITAL LLP","BUY","1,98,379","314.81","-"
"24-APR-2024","SKMEGGPROD","SKM Egg Products Export","GRAVITON RESEARCH CAPITAL LLP","SELL","1,98,379","314.32","-"
"24-APR-2024","STEELCITY","Steel City Securities Lim","NG FAMILY TRUST","BUY","1,44,393","97.16","-"
"24-APR-2024","SUDARSCHEM","Sudarshan Chemical Inds L","GRAVITON RESEARCH CAPITAL LLP","BUY","3,64,645","746.37","-"
"24-APR-2024","SUDARSCHEM","Sudarshan Chemical Inds L","GRAVITON RESEARCH CAPITAL LLP","SELL","3,64,645","746.42","-"
"24-APR-2024","SUMEETINDS","Sumeet Ind Limited","ESAAR (INDIA) LIMITED","SELL","18,89,057","2.10","-"
"24-APR-2024","TEMBO","Tembo Global Ind Ltd","NEETU BAFNA","BUY","71,165","242.54","-"
"24-APR-2024","TEMBO","Tembo Global Ind Ltd","NEETU BAFNA","SELL","71,165","243.70","-"
"24-APR-2024","TGL","Teerth Gopicon Limited","GREEN PEAKS ENTERPRISES LLP","BUY","22,800","167.35","-"
"24-APR-2024","TGL","Teerth Gopicon Limited","GREEN PEAKS ENTERPRISES LLP","SELL","1,02,000","167.33","-"
"24-APR-2024","TGL","Teerth Gopicon Limited","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","1,15,200","167.35","-"
"24-APR-2024","TGL","Teerth Gopicon Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","60,000","167.35","-"
"24-APR-2024","TGL","Teerth Gopicon Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","57,600","167.35","-"
"24-APR-2024","TGL","Teerth Gopicon Limited","NEETU BAFNA","SELL","72,000","167.35","-"
"24-APR-2024","TGL","Teerth Gopicon Limited","TOPGAIN FINANCE PRIVATE LIMITED","BUY","10,800","167.35","-"
"24-APR-2024","TGL","Teerth Gopicon Limited","TOPGAIN FINANCE PRIVATE LIMITED","SELL","75,600","167.35","-"
"24-APR-2024","TGL","Teerth Gopicon Limited","VORA FINANCIAL SERVICES PVT LTD","BUY","60,000","167.35","-"
"24-APR-2024","TGL","Teerth Gopicon Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","BUY","24,000","167.35","-"
"24-APR-2024","TGL","Teerth Gopicon Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","SELL","78,000","167.35","-"
"24-APR-2024","VIRINCHI","Virinchi Limited","CRONY VYAPAR PVT LTD","BUY","15,54,731","40.34","-"
"24-APR-2024","VIRINCHI","Virinchi Limited","CRONY VYAPAR PVT LTD","SELL","12,50,264","40.18","-"
"24-APR-2024","YUKEN","Yuken India Limited","BLA FINANCE & INVESTMENT COMPANY","BUY","1,58,320","1,021.38","-"
"24-APR-2024","YUKEN","Yuken India Limited","GKK CAPITAL MARKETS PRIVATE LIMITED","SELL","1,31,000","1,021.90","-"
"24-APR-2024","ZIMLAB","Zim Laboratories Limited","ASHAPURA COMMODITIES","BUY","3,01,621","123.50","-"
"24-APR-2024","ZIMLAB","Zim Laboratories Limited","ASHAPURA COMMODITIES","SELL","1,36,828","125.80","-"
"24-APR-2024","ZIMLAB","Zim Laboratories Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","3,35,460","120.44","-"
"24-APR-2024","ZIMLAB","Zim Laboratories Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","3,35,460","120.16","-"
"24-APR-2024","ZIMLAB","Zim Laboratories Limited","HRTI PRIVATE LIMITED","BUY","2,29,160","121.76","-"
"24-APR-2024","ZIMLAB","Zim Laboratories Limited","HRTI PRIVATE LIMITED","SELL","2,49,531","121.92","-"
"25-APR-2024","AAATECH","AAA Technologies Limited","JAINAM BROKING LIMITED","SELL","76,753","126.45","-"
"25-APR-2024","ALPEXSOLAR","Alpex Solar Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","1,63,200","485.25","-"
"25-APR-2024","ALPEXSOLAR","Alpex Solar Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","1,63,200","514.32","-"
"25-APR-2024","AVONMORE","Avonmore Cap&Mgt Serv Ltd","RAMBLE MARKETS PRIVATE LIMITED","SELL","3,25,000","112.00","-"
"25-APR-2024","AVONMORE","Avonmore Cap&Mgt Serv Ltd","SAHI TRADING PRIVATE LIMITED","BUY","1,45,000","112.01","-"
"25-APR-2024","AVONMORE","Avonmore Cap&Mgt Serv Ltd","SUBHASH P RATHOD","BUY","2,16,321","111.99","-"
"25-APR-2024","BIRDYS","Grill Splendour Ser Ltd","RAJESH SHANTILAL VAKHARIA","BUY","42,000","127.37","-"
"25-APR-2024","CBAZAAR","Net Avenue Technologies L","CHANAKYA OPPORTUNITIES FUND I","SELL","1,60,000","20.50","-"
"25-APR-2024","FOODSIN","Foods & Inns Limited","F3 ADVISORS PRIVATE LIMITED","BUY","34,781","169.84","-"
"25-APR-2024","FOODSIN","Foods & Inns Limited","F3 ADVISORS PRIVATE LIMITED","SELL","2,84,663","168.59","-"
"25-APR-2024","GLOBE","Globe Textiles (I) Ltd.","AVANCE VENTURES PRIVATE LIMITED","BUY","50,00,000","3.40","-"
"25-APR-2024","GLOBE","Globe Textiles (I) Ltd.","HI GROWTH CORPORATE SERVICES PVT LTD","BUY","7,00,336","3.43","-"
"25-APR-2024","GLOBE","Globe Textiles (I) Ltd.","HI GROWTH CORPORATE SERVICES PVT LTD","SELL","16,00,336","3.42","-"
"25-APR-2024","GLOBE","Globe Textiles (I) Ltd.","INTERTICK DEVELOPERS PRIVATE LIMITED","BUY","2,00,888","3.40","-"
"25-APR-2024","GLOBE","Globe Textiles (I) Ltd.","INTERTICK DEVELOPERS PRIVATE LIMITED","SELL","47,86,444","3.40","-"
"25-APR-2024","GRSE","Garden Reach Ship","GRAVITON RESEARCH CAPITAL LLP","BUY","7,69,224","1,034.44","-"
"25-APR-2024","GRSE","Garden Reach Ship","GRAVITON RESEARCH CAPITAL LLP","SELL","7,69,224","1,033.98","-"
"25-APR-2024","IDEA","Vodafone Idea Limited","HRTI PRIVATE LIMITED","BUY","58,52,88,529","13.36","-"
"25-APR-2024","IDEA","Vodafone Idea Limited","HRTI PRIVATE LIMITED","SELL","59,73,80,821","13.35","-"
"25-APR-2024","INDBANK","Indbank Merchant Banking","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","BUY","3,11,055","53.68","-"
"25-APR-2024","INDBANK","Indbank Merchant Banking","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","SELL","2,55,986","53.60","-"
"25-APR-2024","IPL","India Pesticides Limited","VT CAPITAL MARKET PVT LTD","BUY","2,06,190","233.94","-"
"25-APR-2024","IPL","India Pesticides Limited","VT CAPITAL MARKET PVT LTD","SELL","7,81,777","229.55","-"
"25-APR-2024","IPL","India Pesticides Limited","WINRO COMMERCIAL INDIA LIMITED","BUY","6,83,711","229.52","-"
"25-APR-2024","IZMO","IZMO Limited","SILVER LINE VENTURES PRIVATE LIMITED","BUY","85,529","359.81","-"
"25-APR-2024","IZMO","IZMO Limited","SILVER LINE VENTURES PRIVATE LIMITED","SELL","55,529","360.98","-"
"25-APR-2024","IZMO","IZMO Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","BUY","69,850","362.84","-"
"25-APR-2024","IZMO","IZMO Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","SELL","69,850","362.64","-"
"25-APR-2024","JGCHEM","J.G.Chemicals Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","2,25,881","262.74","-"
"25-APR-2024","JGCHEM","J.G.Chemicals Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","2,25,881","262.33","-"
